Key,Title,DOI,Abstract Note,DateScreened,Screener,Decision,FullTextView,ExclusionReason,Notes,Correlations
WIDHKDZY,"Blood Calcium, Genetic Risk, and Risk of Incident Kidney Stone: A Population-Based Cohort Study",10.1016/j.mayocp.2023.12.009,"Objective: To investigate the association between blood calcium concentration and incident kidney stone as well as to assess the role played by genetic susceptibility. Methods: We performed a population-based cohort study based on participants from the UK Biobank. A multivariable Cox proportional hazards regression model was used to estimate hazard ratios (HRs) and 95% CIs of incident kidney stone for blood calcium level and polygenic risk score (PRS). In addition, the potential interaction was explored. The study was conducted from January 28, 2023, through June 4, 2023. Results: During the follow-up of 423,301 participants with a total of 5,490,332 person-years (median follow-up of 13.4 years), 4502 cases of kidney stone were recorded. Compared with the low blood calcium concentration group (first tertile), individuals in the high (third tertile) and moderate (second tertile) concentration groups had higher risks of kidney stone with HRs of 1.24 (95% CI, 1.15 to 1.33) and 1.11 (1.04 to 1.20), respectively. The PRS for kidney stone contained 40 independent single-nucleotide polymorphisms and was used to assign individuals to 3 groups according to the quintile. Participants with high (Q5) and moderate (Q2 to Q4) genetic risks had increased risks of kidney stone compared with low (Q1) genetic risk with HRs of 1.70 (1.53 to 1.89) and 1.31 (1.20 to 1.44), respectively. There was a joint cumulative risk of incident kidney stone between blood calcium concentration and genetic susceptibility. Conclusions: Blood calcium concentration and PRS are significantly associated with incident kidney stone risk. Excessive blood calcium concentration might bring additional stone risk in populations at high genetic risk. A nonlinear correlation between blood calcium concentration and kidney stone risk was indicated.",2025-09-29,LJ,Accept,Yes,NA,NA,NA
K7XVEWJ6,"Impact of lactobacillus acidophilus and its combination with isoflavone products on calcium status, calcium transporters, and bone metabolism biomarkers in a post-menopausal osteoporotic rat model.",10.3390/nu16152524,"Osteoporosis in menopausal women requires alternatives to current medications, considering their adverse effects. In this context, probiotics and isoflavone products are promising dietary interventions. The objective of our study was to examine the impacts of Lactobacillus acidophilus and its combination with daidzein and tempeh on calcium status, calcium transporters, and bone metabolism biomarkers in a post-menopausal osteoporotic rat model. A total of 48 female Wistar rats were exposed to a two-stage experiment involving calcium deficit induction and subsequent dietary interventions across six groups. Calcium levels, the gene expression of TRPV5 and TRPV6 calcium transporters, bone histopathology, serum bone metabolism markers, and blood biochemistry were evaluated. The results revealed that, while decreasing serum calcium levels, the groups that received the probiotic L. acidophilus and isoflavone combination exhibited increased bone metabolism biomarkers and decreased calcium transporter expressions, akin to the effects of bisphosphonate. Additionally, significant improvements in bone histopathology were observed in these groups. However, the group receiving probiotic L. acidophilus alone did not exhibit significant changes in bone resorption biomarkers, calcium transporter expression, or various blood parameters. Meanwhile, the combination of probiotic L. acidophilus with tempeh positively influenced hematological parameters and reduced cholesterol and triglyceride levels, but it led to elevated blood glucose levels. Correlation analyses highlighted associations between serum calcium levels, calcium transporter expression, and bone metabolism biomarkers. In conclusion, our findings suggest that the daily consumption of probiotic L. acidophilus in combination with isoflavone products may improve bone health in ovariectomized rats, warranting further research to elucidate potential interactions with other nutrients.",2025-09-29,LJ,Accept,Yes,NA,NA,NA
7NWPM7ZF,ASSOCIATION OF MARKERS OF BONE MINERAL DISEASE AND LEFT VENTRICULAR HYPERTROPHY IN PATIENTS OF CHRONIC KIDNEY DISEASE,10.2478/AMB-2024-0038,"Background. Chronic kidney disease (CKD) is an epidemic health problem responsible for an increase in morbidity and mortality secondary to various complications, especially cardiovascular events. Previous studies have suggested that biochemical markers of metabolic bone disease (MBD) are associated with an increase in cardiovascular events by causing left ventricular hypertrophy (LVH). Therefore, the present study aimed to evaluate the association between LVH and CKD-MBD markers as a major predictor for cardiovascular disease (CVD) in CKD patients. Materials and Methods. A single-center, cross-sectional, observational study was carried out at a tertiary care center. A total of 50 CKD patients, stages 3-5, not on dialysis, were included. Demographic details, clinical history, laboratory investigations and echocardiography were obtained. The presence of LVH was determined on the basis of echocardiography, and it was associated with CKD stages and biochemical markers, including CKD-MBD markers. Results. Seventy-two percent of CKD patients had LVH. The proportion of patients with LVH significantly increased with a declining estimated glomerular filtration rate (eGFR). Hypertension was considerably higher in patients with LVH (63.89%). Significant association of LVH was seen with serum creatinine, corrected calcium, phosphorus, total cholesterol, fibroblast growth factor 23 (FGF-23), vitamin D, intact parathyroid hormone (iPTH), eGFR, left ventricular mass index (LVMI) and ejection fraction (p-value < 0.05). On multivariate regression, FGF-23 had a significant positive correlation with LVH (p-value < 0.05, odds ratio > 1). A significant positive correlation was observed between LVMI and systolic blood pressure, serum creatinine, phosphorus, total cholesterol, iPTH, and FGF-23. A significant negative correlation was seen with LVMI and hemoglobin, corrected serum calcium, albumin, eGFR, vitamin D and ejection fraction. Conclusion. The present study shows CKD-MBD markers, including serum calcium, phosphorous, vitamin D, iPTH and FGF-23, are significantly associated with LVH. FGF-23 is an independent predictor of LVH. The present study also demonstrates that CKD-MBD biochemical markers are reliable for screening CVD in CKD patients.",2025-09-29,LJ,Accept,Yes,NA,NA,NA
U9CAFALJ,Influence of normocalcemic primary hyperparathyroidism in bone density alterations of the jaws in patients with periodontitis,10.4317/medoral.26958,"Background: Normocalcemic Primary Hyperparathyroidism (NPHPT) is a complex syndrome that causes excess secretion of parathyroid hormone (PTH) from the parathyroid glands. PTH in bone activates the function of osteoclasts, to increase bone resorption and thus increase plasma calcium levels. Given that periodontitis generates osteolytic lesions and has a high prevalence in adults, both pathologies could share etiopathogenic mechanisms, although no studies have been found to date that have investigated this. Therefore, the aim of the study was to evaluate the bone density, periodontal status and biochemistry variables to determinate if there is a relationship between both pathologies. Material and Methods: A case-control study was carried out with 86 cases (NPHPT) and 87 controls. Bone density was evaluated through computed tomography, measured in Hounsfield units, in seven Regions of Interest. Periodontal status and biochemical variables, such as marker hormones of bone metabolism (25 OH vitamin D and PTH), were analyzed. A Student's t test, bivariate correlations were performed and the OR was calculated. Results: NPHPT patients are more susceptible to changes in the pattern of bone remodeling due to elevated serum levels of PTH and a decrease in 25OH vitamin D under conditions of normocalcemia. The 58.9% of cases group had periodontitis Stage IV, 27% Stage III, 9.45% Stage II and 8.1% with Stage I. Control group showed a 32% periodontitis Stage IV, 39% Stage III, 8.82% have Stage II and 16.2% Stage I. Conclusions: There was an association between NPHPT and periodontitis, with patients with NPHPT showing a 1.78 (OR) greater probability of suffering from periodontitis. Our biochemical results showed that the increase in PTH and the decrease in 25OH VIT-D were associated with loss of bone density and these patients presented advanced periodontitis.",2025-09-29,LJ,Accept,Yes,NA,lipids measured but but were not the subject of this study,NA
8CMPHTXF,Relationship of serum calcium concentration with chronic kidney disease and mortality in type 2 diabetes mellitus patients: evidence from the NHANES 1999–2018,10.1007/s11255-024-04272-6,"Objectives: This study aims to explore the relationship of serum calcium (Ca) concentration with diabetic kidney disease (DKD) and all-cause mortality among type 2 diabetes mellitus (T2DM) patients using National Health and Nutrition Examination Surveys (NHANES). Methods: Data of T2DM patients aged ≥ 40 years were screened from the NHANES database from 1999 to 2018. The outcomes were the risk of DKD diagnosed by urine albumin-to-creatinine ratio (UACR) ≥ 30 mg/g or estimated glomerular filtration rate (eGFR) < 60 mL/min/1.73 m2 and the risk of all-cause mortality ascertained by linkage to National Death Index (NDI) records through 31 December 2019. The weighted univariate and multivariate logistic regression model and cox proportional hazard model were utilized to explore the relationships of serum Ca concentration with DKD and all-cause mortality, respectively, with odds ratios (ORs), hazard ratios (HRs) and 95% confidence interval. The relationships were further explored stratified by age, gender, body mass index (BMI), the duration of T2DM, and the history of cardiovascular disease (CVD), cancer and DKD. Results: Totally, 6595 T2DM patients were included. Of these patients, 2441 (37.01%) had DKD and 1868 (28.32%) deaths occurred over a mean follow-up of 104.50 (± 1.61) months. In fully adjusted model, we observed high serum Ca concentration was associated with high risk of DKD (OR = 1.45, 95% CI 1.18–1.77) and high all-cause mortality risk (HR = 1.33, 95% CI 1.16–1.52). These relationships remained significant after performing subgroup analyses. The Restricted cubic spline curves shown that linear correlations were observed between serum Ca concentration and DKD as well as all-cause mortality (P < 0.05). Conclusions: Elevated serum Ca concentration may predict the high risk of DKD and poor prognosis in T2DM patients, and future large-scale and well-designed prospective cohort study is needed to explore the association of serum Ca concentration and DKD and prognosis in T2DM patients.",2025-09-29,LJ,Accept,Yes,NA,lipids measured but data not showed,NA
S9ICYMWJ,[Study of blood calcium in a population of 3148 women. Variations with age. Correlation with other biological values].,NA,"The authors studied calcaemia and its correlations with other biochemical values in a population of 3,148 women. Calcaemia was 95.53 mg/litre +/- 3.54, a level  equal to that found in 6,048 men. In 82 women (2.6 percent) the level of  calcaemia was less than 90 mg/litre, and in 21 (0.66 percent) the level of  calcaemia was less than 88 mg/litre. In 13 women (0.41 percent) the level of  calcaemia was more than 105 mg/litre. Calcaemia in women decreased with age up to  50 years, increased again from 50 to 60 years and then fell again. There was a  strong positive correlation between calcaemia and protidaemia (r = + 0.53) and a  weak positive correlation between calcaemia and cholesterolaemia (r = + 0.19).",2025-09-29,LJ,Accept,Yes,NA,NA,NA
NJKZSKQY,"The effect of anticonvulsant therapy on serum levels of 25-hydroxy-vitamin D, calcium, and parathyroid hormone.",10.1210/jcem-41-6-1130,"In 20 female patients treated for 2 to 37 years (mean :12) with anticonvulsant drugs, low serum levels of 25-hydroxy-vitamin D (25-OH-D; 6.4 +/- 3.2 ng/ml M +/-  SD), relative hypocalcemia (9.2 +/- 0.4 mg/100 ml) and high levels of parathyroid  hormone (PTH 277 +/- 165 pg/ml) were found compared to an age-matched control  group (respectively 8.6 +/- 3.2 ng/ml, 9.6 +/- 0.3 mg/100 ml and 183 +/- 95  pg/ml) living in the same psychiatric clinic. A significant negative correlation  was found between total duration of treatment and either serum 25-OH-D or serum  calcium. After treatment with an oral vitamin D3 supplement (2000 IU/day) for 3  weeks, the serum 25-OH-D levels, although increased, remained lower than normal  in the epileptic group and neither hypocalcemia nor their secondary  hyperparathyroidism were corrected. These data confirm the occurrence of vitamin  D deficiency in patients treated with anticonvulsant drugs resulting in  hypocalcemia and secondary hyperparathyroidism.",2025-09-29,LJ,Exclude,Yes,Lipids not mentioned,NA,NA
MZXHQ35A,Investigation of some cord blood components.,10.1515/jpme.1979.7.3.171,"The practical result borne by our investigations has been the introduction of routine estimation of cord blood total protein. In every case when the  concentration is below the 10 percentile value, the clinicians are warned.  Further catamnestic studies are needed to judge the values of cord blood  cholesterol estimations in screening for familial hyperlipoproteinemias. The  hypercholeterolemic infants of the present series, who are 2-3 years old at  present, as well as their families must be subjected to repeat analysis. The  change in opposite directions of cord blood total protein and cholesterol levels  with the advance of gestation was a remarkable finding. This correlation  indicates a close interaction between protein and lipid metabolism. Less  promising results have been obtained in investigations of the cord blood calcium  and magnesium levels, but final conclusions can only be drawn after repeat  analyses. Introduction of the routine estimation of these two parameters does not  seem necessary at present. Besides clinical data, biochemical parameters have  also been found suitable for differentiating small-for-date infants from true  prematures. The functional maturity of these infants was shown by the fact that  their different cord blood components were normal.",2025-09-30,LJ,Accept,Yes,NA,NA,NA
2UVHQQM3,The relationship of plasma ionized calcium to cardiovascular disease endpoint and family history of hypertension.,10.3109/10641968409044058,"Plasma ionized calcium and total calcium were measured on 271 individuals from 34 Utah pedigrees divided into groups defined by the method of pedigree  ascertainment: 1) hypertension clusters, 2) early stroke death clusters and 3)  clusters of early heart attack deaths. Normotensive individuals were also  categorized by family history of hypertension. Members of stroke cluster  pedigrees had higher mean plasma ionized Ca2+ than either hypertension pedigrees  (p less than 0.05) or coronary artery disease pedigrees which had the lowest  concentrations (p less than 0.001). Within the normotensive group, those subjects  with a positive family history of hypertension exhibited significantly higher  plasma ionized Ca2+ (2.18 +/- 0.10 (S.D.) mEq/l) than individuals without a  family history of hypertension (2.12 +/- 0.08 mEq/l, p less than 0.01). In  medicated hypertensives, both ionized (p less than 0.05) and total (p less than  0.01) plasma calcium were higher than calcium levels in the normotensive negative  family history subjects. Plasma ionized Ca2+ in the adult normotensives (N = 134)  had significant age corrected positive correlations with plasma sodium (r = 0.25,  p less than 0.01), potassium (r = 0.29, p less than 0.001) and erythrocyte  sodium-lithium countertransport values (r = 0.20, p less than 0.05). These  findings provide additional evidence that plasma ionized calcium concentrations  may be important to help define the heterogeneity of hypertension in adult  Americans.",2025-09-30,LJ,Accept,Yes,NA,NA,NA
JVV9ATVU,[Hypocholesterolemia in multiple myeloma. Inverse relation to the component M and the clinical stage].,NA,"The following parameters were studied in 41 Durie & Salmon staged patients with multiple myeloma: M component, bone lesions, marrow plasma cell %, Hb,  leukocytes/mm3, lymphocytes/mm3, platelets/mm3, blood calcium, serum albumin,  blood creatinine, BUN, total blood cholesterol. Linear correlation was adopted  for the relation between two variables, using Pearson's coefficient, and  Student's t test for unpaired data for comparison between the means. A  significant (slight to excellent) inverse correlation was noted between total  blood cholesterol and the M component. There was also a significant difference  between the 1st and 2nd stage of the disease in this respect (P less than 0.05),  between the 1st and 3rd (P less than 0.01), and between the 1st and the 2nd and  3rd combined (P less than 0.01). Progress of the disease appears to result in a  fall in blood cholesterol. This parameter may be of assistance in differentiating  slow-progressing forms from the more aggressive forms requiring treatment. The  reasons for this change are discussed. Since cholesterol is an essential part of  the cell membranes, attention is given to theories postulating a disorder in  intracellular membrane metabolism.",2025-10-05,LJ,Accept,Yes,NA,NA,NA
H5A4CX9N,Increased plasma M-CSF concentration in patients with adult T cell leukemia: clinical correlation.,10.3109/10428199409049662,"Plasma concentration of M-CSF was measured in 35 patients with adult T cell leukemia (ATL), using a radioimmunoassay (RIA). ATL patients showed elevated  levels of plasma M-CSF concentration when compared with healthy adult volunteers.  Higher M-CSF levels were observed in acute ATL patients than in patients with  chronic or smouldering ATL (P < 0.0001). There was a significant positive  correlation of M-CSF concentration with serum lactic dehydrogenase (LDL) level, a  reliable marker for assessing the grade of malignancy in ATL (P = 0.0003). There  was, however, no correlation of M-CSF concentration with total counts of  peripheral blood ATL cells, neutrophils or monocytes, or with serum calcium  levels. Although there was a significant positive correlation of M-CSF  concentration with body temperature (P = 0.003), there was not a significant  correlation of M-CSF concentration with C-reactive protein (CRP), a protein  indicative of the severity of inflammation (P = 0.063). These results indicate  that plasma M-CSF concentration reflects the disease activity of ATL, and can  thus serve as a marker in the clinical subclassification of ATL patients.",2025-10-05,LJ,Exclude,Yes,lipids not mentioned,NA,NA
YU9EQ7K9,"A comparative study of serum proteins, lipids, calcium and inorganic phosphorus between Japanese and Dutch university students.",NA,"The levels of serum proteins, lipids and minerals in Japanese and Dutch students measured by biochemical methods were compared and their correlation with the  nutritional status were investigated. The mean values of serum total proteins  (TP), albumin (Alb), globulin (Glb) and albumin/globulin (A/G) ratio in the  Japanese students (7.8±0.5, 4.7±0.3 and 3.2±0.4g/dl, and 1.5±0.2, respectively)  were similar to those of the Dutch students (7.8±0.5, 4.7±0.3 and 3.0±0.3g/dl,  and 1.6±0.2, respectively). However, the mean value of TP in males (8.0±0.5g/dl  for the Japanese and 8.0±0.4g/dl for the Dutch) was significantly higher than  this in females (7.7±0.3g/dl for the Japanese and 7.5±0.5g/dl for the Dutch) in  the each group (p<0.01) and the mean value of Alb of male Dutch students  (4.9±0.2g/dl) was higher than that in females (4.5±0.3g/dl, p<0.01). No  significant differences were found between the two groups in serum lipid and  mineral levels. The serum phospholipid (PL) level in female Dutch students  (217±37mg/dl) was significantly higher than that in males (188±25mg/dl, p<0.01),  while the serum triglyceride (TG) level in female Japanese students (60±25mg/dl)  was significantly lower than that in males (74±33mg/dl, p<0.05), which agreed  with the frequency distribution patterns of these lipids. Comparing the two  student groups of both countries, there were significant positive correlations  between TP and Alb (p<0.001 for both groups), TP and Glb (p<0.001 for both  groups) and Alb and A/G ratio (p<0.001 for the Japanese and p<0.01 for the Dutch)  in each group. A significant negative correlation between Glb and A/G ratio  (p<0.001) was also found in each group. Significant positive correlations were  also observed between PL and TG (p<0.01 for the Japanese and p<0.05 for the  Dutch), PL and total cholesterol (TC) (p<0.001 for each group) and TG and TC  (p<0.01 for the Dutch). The serum PL and TC increased significantly with the  serum TP in the Japanese students (p<0.01 for PL and TP, p<0.05 for TG and TP)  but not in the Dutch students. The authors concluded that serum protein, lipid  and mineral profiles between the two groups did not differ much in spite of their  different eating patterns.",2025-10-05,LJ,Accept,Yes,NA,NA,NA
MQEI5BQK,Morning blood pressure surge increases in patients with hypertensive primary hyperparathyroidism and is independently associated with serum calcium level.,10.1371/journal.pone.0175909,"Lifespan is a complex trait, and longitudinal data for humans are naturally scarce. We report the results of Cox regression and Pearson correlation analyses  using data of the Study of Health in Pomerania (SHIP), with mortality data of  1518 participants (113 of which died), over a time span of more than 10 years. We  found that in the Cox regression model based on the Bayesian information  criterion, apart from chronological age of the participant, six baseline  variables were considerably associated with higher mortality rates: smoking, mean  attachment loss (i.e. loss of tooth supporting tissue), fibrinogen concentration,  albumin/creatinine ratio, treated gastritis, and medication during the last 7  days. Except for smoking, the causative contribution of these variables to  mortality was deemed inconclusive. In turn, four variables were found to be  associated with decreased mortality rates: treatment of benign prostatic  hypertrophy, treatment of dyslipidemia, IGF-1 and being female. Here, being  female was an undisputed causative variable, the causal role of IFG-1 was deemed  inconclusive, and the treatment effects were deemed protective to the degree that  treated subjects feature better survival than respective controls. Using Cox  modeling based on the Akaike information criterion, diabetes, mean corpuscular  hemoglobin concentration, red blood cell count and serum calcium were also  associated with mortality. The latter two, together with albumin and fibrinogen,  aligned with an""integrated albunemia"" model of aging proposed recently.",2025-10-05,LJ,Exclude,Yes,lipids not mentioned,NA,NA
3K9SYWHU,The effect of Hepatitis C Virus infection on cardiovascular complications in end stage kidney disease patients on regular hemodialysis.,10.19082/3857,"INTRODUCTION: Cardiovascular complications are the most important cause of mortality in patients with ESKD, such as coronary artery disease, left  ventricular hypertrophy, heart failure and arrhythmia. Other well-known risk  factors, such as diabetes mellitus, hypertension and dyslipidemia are prevalent  in ESKD, yet they are not sufficient enough to explain the high prevalence of  cardiovascular mortality, hence searching for other hidden risk factors to  explain this high prevalence is of an utmost importance. The aim of this study  was to identify the exact mechanisms connecting HCV infection, chronic liver  disease, and atherogenesis. METHODS: This case control study was done on 80  patients with chronic renal failure undergoing haemodialysis at Sheikh Zayed  Specialized Hospital in Giza, Egypt in 2016. The participants were divided into  four groups: a control group with HCV negative by PCR (20 patients), and three  HCV Positive groups according to viral load by PCR: low, moderate and high  viremia. Inclusion criteria were normal serum calcium (8.5-10.5 mg/dL),  phosphorus ≤5mg/dL, PTH≤250 pg/ml, Hb 10-12 g/dL, and duration of dialysis less  than two years. Data were analyzed using Chi square, t-test, Mann-Whitney U test,  ANOVA, and Spearman rank correlation coefficient. RESULTS: The study showed  significant increase in LVM index in hemodialysis patients with high and moderate  viremia compared to low viremia (p<0.001) and to control group (p<0.001). Also,  significant increase in end diastolic diameter in high and moderate viremia  (p<0.001), significant difference in end systolic diameter in the high viremia  group (p<0.001), significant increase in the interventricular septal thickness  (p<0.002) and posterior wall thickness (p<0.002) among moderate viremia were  determined. CONCLUSION: HCV has a significant effect on the development of  cardiovascular diseases in the general population, and in renal disease patients  on the structural level.",2025-10-05,LJ,Exclude,Yes,lipids not mentioned,NA,NA
NQD8UB2Y,Association between lumbar bone mineral density and serum uric acid in postmenopausal women: a cross-sectional study of healthy Chinese population.,10.1007/s11657-017-0345-0,"Partial correlation and regression analyses were used in this study. We showed that there is a linear relationship between bone mineral density and serum uric  acid within the normal physiologic range, and higher serum uric acid levels had a  protective effect on bone loss in postmenopausal osteoporosis. PURPOSE: The  significance of the relationship between lumbar bone mineral density (()BMD) and  serum uric acid (SUA) levels is unclear. The aims of this study were to  investigate on a population-level the association between lumbar BMD and SUA  within the normal physiologic range and to determine whether SUA plays a  protective role in bone loss in healthy postmenopausal Chinese women. METHODS:  This was a community-based cross-sectional study involving 390 healthy  postmenopausal women, 47-89 years of age, conducted in Shenyang, China. The BMD  was measured at the lumbar spine using dual-energy X-ray absorptiometry (DXA).  The SUA levels were obtained at each DXA visit. Partial correlation and  regression analyses were applied to determine the associations. RESULTS: The SUA  levels were significantly different between the normal BMD, osteopenia, and  osteoporosis groups. The lumbar BMD was positively correlated with SUA in  postmenopausal women after adjustment for age (r = 0.212). After adjustment for  age, body mass index, systolic blood pressure, diastolic blood pressure, hip  circumference, cigarette smoking, alcohol consumption, milk intake, physical  exercise, fracture history, total protein, total bilirubin, triglycerides, total  cholesterol, high-density lipoprotein cholesterol, fasting blood glucose, serum  calcium, and estimated glomerular filtration rate, the lumbar BMD was associated  with SUA and the odds ratio of the third SUA quartile was 0.408 (95%CI,  0.198-0.841, P = 0.015), compared to the first quartile of SUA levels.  CONCLUSION: The lumbar BMD was linearly associated with SUA levels within the  normal physiologic range of postmenopausal women. Higher SUA levels had a  protective effect on bone loss in postmenopausal osteoporosis.",2025-10-05,LJ,Accept,Yes,NA,NA,NA
NHQN7FZG,High-fat/high-sucrose diet results in higher bone mass in aged rats.,10.1016/j.bonr.2018.01.001,"Intake of high-fat/high-sucrose (HFS) diet or high fat diet influences bone metabolism in young rodents, but its effects on bone properties of aged rodents  still remain unclear. This study aimed to examine the effects of HFS diet intake  on trabecular bone architecture (TBA) and cortical bone geometry (CBG) in aged  rats. Fifteen male Wistar rats over 1 year were randomly divided into two groups.  One group was fed a standard laboratory diet (SLD) and the other group was fed a  HFS diet for six months. The femur/tibia, obtained from both groups at the end of  experimental period, were scanned by micro-computed tomography for TBA/CBG  analyses. Serum biochemical analyses were also conducted. Body weight was  significantly higher in the HFS group than in the SLD group. In both femur and  tibia, the HFS group showed higher trabecular/cortical bone mass in reference to  bone mineral content, volume bone mineral density and TBA/CBG parameters compared  with the SLD group. In addition, serum calcium, inorganic phosphorus, total  protein, triacylglycerol, HDL and TRACP-5b levels were significantly higher in  the HFS group than in the SLD group. There were good correlations between body  weight and bone parameters in the femur and tibia. These results suggest that HFS  diet intake results in higher bone mass in aged rats. Such effects of HFS diet  intake might have been induced by increased body weight.",2025-10-05,LJ,Exclude,No,Not a human study,NA,NA
QJD8EAMY,Predictive Value of Maternal Serum Biomarkers for Preeclampsia and Birth Weight: A Case-Control Study in Chinese Pregnant Women.,10.1089/jwh.2017.6793,"BACKGROUND: In clinical practice, abnormal biochemical changes often occur in women who eventually develop preeclampsia (PE). The study aims to investigate  whether maternal serum biochemical markers in the early third trimester can  predict PE and neonatal birth weight. STUDY DESIGN: A retrospective case-control  study was performed on 287 women who subsequently developed PE (mild = 139;  severe = 148) and 143 healthy women. Fasting venous blood samples of all gravidas  were drawn for routine biochemical markers screening in the early third trimester  (28.49 ± 1.63 weeks). Appropriate statistical methods were selected for analysis  with SPSS software. RESULTS: (1) The concentrations of plasma triglyceride (TG),  low-density lipoprotein cholesterol (LDL), and uric acid (UA) in the severe and  mild subgroups of the PE group were significantly higher compared with the  respective levels in the normal pregnancy groups (3.90 vs. 4.03 vs. 3.14 mmol/L;  3.41 vs. 3.33 vs. 2.89 mmol/L; 365.42 vs. 318.91 vs. 284.69 μmol/L; p < 0.0001).  Serum calcium levels in PE group were significantly lower than those in control  group (2.10 vs. 2.18 vs. 2.22 mmol/L; p < 0.0001). (2) By using the receiver  operating characteristic curve to estimate the diagnosis rate of screening for PE  of each marker, the highest sensitivity appeared by the combination of TG, total  cholesterol (TC), LDL, high-density lipoprotein cholesterol (HDL), LDL/HDL, UA,  Ca(2+), and homocysteine (HCY) (79%). The area under curve (AUC) of UA was 0.70,  which was the highest among these eight markers, but the AUC of an eight-marker  combination model (0.85) had a better diagnostic indication. (3) In PE, the  maximum systolic/diastolic blood pressure was significantly positively correlated  with serum UA (r = 0.212/0.205, p < 0.0001); and negatively correlated with serum  total calcium (r = -0.193/-0.196, p = 0.001). The neonatal birth weight of PE  group had a positive correlation with serum TG levels (r = 0.141, p = 0.017) and  serum total calcium levels (r = 0.221, p < 0.0001), and a negative correlation  with UA levels (r = -0.265, p < 0.0001). CONCLUSION: The individual marker really  performs terrible in predicting PE. Joint monitoring and evaluation of these  parameters may improve the screening efficiency for the prediction of PE and poor  fetal growth early.",2025-10-06,LJ,Accept,Yes,NA,NA,NA
T8TUXYIY,Serum calcium is a novel parameter to assess metabolic syndrome in endometrial carcinoma.,10.3802/jgo.2019.30.e12,"OBJECTIVES: To investigate the distribution of serum calcium and the relationship between serum calcium and serum metabolic parameters in endometrial carcinoma  (EC) patients. METHODS: Retrospective assessment of patients diagnosed with  endometrial cancer from Peking University People's Hospital from 2004 to 2009.  Clinical characteristics as well as pretreatment serum calcium, albumin, fasting  plasma glucose (FPG), serum triglycerides (TG), high-density lipoprotein (HDL),  low-density lipoprotein (LDL), and total cholesterol (TC) value were extracted  from patient records. Serum calcium was corrected for albumin. Unpaired t test  and analysis of covariance were used to compare serum calcium among categorical  variables. Simple correlation analyses and partial correlation analyses were used  to assess the associations between serum calcium and continuous variables.  RESULTS: Two-hundred twenty patients were included in this study. After adjusting  for confounders, postmenopausal patients had higher total serum calcium (p=0.002)  and albumin-corrected serum calcium (p=0.012) than premenopausal patients,  endometrioid endometrial carcinoma (EEC) patients had higher total serum calcium  than non-endometrioid endometrial carcinoma (NEEC) patients (p=0.037).  Significant positive correlations were found between total serum calcium and FPG  (p=0.017), TG (p=0.043), HDL (p=0.042), LDL (p<0.001), and TC (p<0.001) after  adjusting for multiple variables, and the corrected serum calcium showed no  significant correlation with metabolic parameters. CONCLUSION: Total serum  calcium might be a more sensitive parameter for metabolic syndrome in  endometrioid endometrial cancer patients than lipids.",2025-10-06,LJ,Accept,Yes,NA,NA,NA
NC2Z3WSD,Assessment of Peritoneal Membrane Arteriolar Structure in Conjunction with Traditional Cardiovascular System Evaluation in Chronic Kidney Disease (CKD)  Stage 5 Patients.,10.1159/000490827,"BACKGROUND/AIMS: Cardiovascular complications are responsible for increased mortality and morbidity in chronic kidney disease (CKD) patients. Functional and  structural changes of peritoneal membrane are reported in CKD patients both on  conservative treatment and on renal replacement therapy (RRT). The aim of the  study was to assess the structure of peritoneal membrane small arteries  (precapillary arterioles) in diabetic and non-diabetic CKD stage 5 patients  before initiation of peritoneal dialysis (PD) and evaluate its relationship with  heart and large arteries abnormalities and with selected biochemical parameters.  METHODS: Evaluation of 42 CKD stage 5 patients before starting PD. Diabetic  (n=26) and non-diabetic (n=16) patients were compared. Peritoneal membrane  samples were taken during Tenckhoff catheter insertion. Histopathological  evaluation of peritoneal precapillary arterioles (arteriolar evaluation) with  measurement of wall thickness (WT) and calculation of lumen/vessel (L/V) ratio  was performed in each patients. Echocardiography, intima media thickness (IMT),  pulse wave velocity (PWV), ambulatory blood pressure monitoring (ABPM) and  biochemical parameters assessment: serum albumin (SA), total cholesterol (TCH),  hemoglobin (Hgb), parathormone (PTH), serum calcium (Ca), serum phosphorus (P),  transferrin saturation (TSAT%), C-reactive protein (CRP) were performed in each  participant. RESULTS: There were no statistically significant differences in  peritoneal membrane arteriolar indices - wall thickness (WT) and L/V ratio  between investigated groups. There was statistically significant higher PWV value  in diabetic patients. There were no statistically significant differences in  echocardiographic indices, IMT, laboratory data in analyzed groups. There were  some linear correlations between: PWV vs IMT (R=0,84; p=0,0006); PWV vs PP  (R=0,58; p=0,03) in non-diabetic and linear correlation between: PWV vs age  (R=0,75; p=0,02); WT vs DP (R=-0,93; p=0,001); WT vs DBP ( R=0,64; p=0,04) in  diabetic group. CONCLUSION: Peritoneal membrane arteriolar damage seems to be an  integrated part of cardiovascular system damage in CKD stage 5 patients.",2025-10-06,LJ,Accept,Yes,NA,NA,NA
